seller_owner_match,duplicate_transaction,recent_ownership_change,record_inconsistency,ownership_changes,previous_transactions,transaction_frequency_30d,days_since_previous_transaction,transaction_value_log,risk_score,risk_level
1,1,0,0,0,5,1,1220,15.364777476987008,22.1,LOW
0,0,0,0,0,3,3,118,16.14306551019182,30.59,MEDIUM
1,0,0,0,0,1,0,1044,15.806754310746499,6.99,LOW
1,0,0,0,1,1,1,1277,14.392862251091087,6.37,LOW
1,0,1,0,0,1,0,1474,16.14020105532298,10.88,LOW
0,0,0,0,2,1,1,515,15.514936419082368,25.97,LOW
1,1,1,0,1,0,0,1165,15.733192619579865,39.32,MEDIUM
1,0,0,1,0,2,0,609,16.40016344021495,27.89,LOW
0,0,0,0,1,0,2,241,17.39978644738529,28.15,LOW
0,0,0,0,0,3,2,510,15.066352900397224,18.7,LOW
1,0,0,0,0,3,1,377,15.629785963357707,5.7,LOW
1,0,0,0,1,0,1,1368,15.158409034004208,5.55,LOW
1,1,0,0,1,0,0,263,15.086801353421109,26.93,LOW
0,0,0,0,1,4,1,196,15.34597416198525,24.71,LOW
1,0,0,0,0,2,1,870,15.783904688903286,0.0,LOW
1,0,0,0,1,1,1,861,16.644458822565255,11.19,LOW
1,1,0,0,0,5,0,842,16.352490341263323,30.91,MEDIUM
1,0,0,0,0,3,0,222,14.837457301008426,4.7,LOW
1,0,0,0,0,1,2,748,17.423576356308867,4.97,LOW
1,0,0,1,0,3,1,1393,17.03885353712474,23.92,LOW
1,0,0,0,1,1,1,134,15.008695784329326,3.13,LOW
0,1,0,0,1,1,1,1197,17.346521981111515,52.64,MEDIUM
0,0,0,0,0,2,0,188,16.359632253855903,29.74,LOW
1,1,0,0,0,2,0,350,15.82789916678223,34.74,MEDIUM
1,0,1,1,0,3,0,1348,16.393888048927245,29.22,LOW
1,0,0,0,0,1,1,446,15.971652124811925,1.14,LOW
1,0,1,1,1,2,1,784,16.59958651992955,43.98,MEDIUM
1,0,0,0,1,1,1,572,16.206047075444285,15.31,LOW
0,0,0,0,0,2,1,921,15.628831342500577,34.42,MEDIUM
1,0,0,0,0,5,4,608,13.771590564922478,5.5,LOW
1,0,0,0,0,4,1,666,16.579900794695117,11.06,LOW
0,0,0,0,2,1,0,1226,15.588979193774593,29.93,LOW
1,1,0,0,1,4,1,831,16.85574127060977,39.12,MEDIUM
1,0,0,0,0,1,0,847,16.52984256850329,4.83,LOW
1,0,0,0,1,0,1,1209,15.61756936772839,0.0,LOW
1,0,0,1,0,3,0,642,17.12528701018507,23.59,LOW
1,0,0,0,3,3,0,1236,16.225325828020228,17.44,LOW
1,0,0,0,1,0,2,1079,16.180007132115897,6.19,LOW
0,0,0,0,0,1,1,1326,15.848078244560543,23.17,LOW
1,0,0,0,0,2,1,687,17.851911283463778,0.0,LOW
1,0,0,0,3,2,1,838,15.215406597994775,16.51,LOW
1,0,0,0,0,1,0,192,15.64505800879504,1.82,LOW
1,0,0,0,0,3,1,167,14.638931340412004,0.0,LOW
1,0,0,0,1,1,1,161,16.799404185056957,3.87,LOW
1,0,0,0,0,1,0,950,15.359636093006559,1.54,LOW
1,0,0,0,1,1,1,489,15.482960860101047,2.66,LOW
1,0,0,0,1,4,1,433,15.431369704627102,7.79,LOW
0,0,0,0,1,2,0,904,16.068994107668626,17.96,LOW
1,0,0,1,0,3,0,597,14.62416445687494,27.74,LOW
1,0,0,0,0,0,0,202,13.532430207287513,0.08,LOW
1,1,0,0,0,0,1,836,16.50347444113205,21.71,LOW
0,0,1,0,1,2,1,825,13.675086523175919,30.58,MEDIUM
1,0,0,0,0,2,0,209,16.93955156237512,6.82,LOW
1,0,0,0,1,3,0,404,17.71438052448866,8.45,LOW
1,0,0,0,1,1,0,356,15.819353815671464,5.17,LOW
1,0,0,0,0,0,0,1043,17.42944224139254,4.48,LOW
1,0,1,0,1,2,1,373,15.97331793850246,25.58,LOW
1,0,0,0,0,3,1,42,17.75916527498566,4.71,LOW
1,0,0,0,0,0,1,400,15.498160362675469,0.16,LOW
1,1,1,0,1,2,0,704,13.398630009625766,43.39,MEDIUM
0,0,0,0,1,2,1,1154,15.912097081482848,30.7,MEDIUM
1,0,0,0,0,3,1,78,17.878759512751813,10.95,LOW
1,0,0,0,5,1,1,1322,16.58846513653446,18.36,LOW
1,1,0,0,2,3,1,496,15.433144448608372,43.95,MEDIUM
1,0,0,0,0,5,2,514,16.361791286213204,8.6,LOW
1,0,0,0,1,3,0,23,17.068237322297808,14.94,LOW
1,0,1,0,1,2,0,414,15.905821917194082,32.1,MEDIUM
0,0,1,0,0,1,0,704,18.88902909387662,46.35,MEDIUM
0,0,0,0,1,3,1,939,15.430840247828565,37.96,MEDIUM
0,0,0,0,2,3,2,1151,17.102761794249222,29.94,LOW
0,0,0,0,1,0,1,784,16.83813096012998,38.4,MEDIUM
0,1,0,0,2,3,1,150,15.230189832832137,58.09,MEDIUM
1,0,0,0,1,5,2,587,15.53311570591756,8.82,LOW
1,0,0,0,1,3,3,1103,17.1199085122273,0.0,LOW
1,0,0,0,0,3,1,959,16.159266676364666,5.4,LOW
1,0,0,0,1,2,0,876,16.3718788994,0.0,LOW
1,0,0,0,0,1,1,763,14.200435910925206,4.34,LOW
0,0,0,0,1,4,0,757,16.721598520678313,22.5,LOW
1,0,0,0,1,2,2,1490,16.316026528490823,17.1,LOW
1,0,0,0,1,0,0,899,15.92969897509473,6.19,LOW
1,0,0,0,0,1,1,896,16.396981049364985,14.04,LOW
1,0,1,0,0,2,0,504,15.549860522163325,10.99,LOW
1,0,0,0,0,3,0,735,15.348907245728178,10.26,LOW
0,0,1,0,1,1,0,1066,15.733925915196979,31.76,MEDIUM
1,0,0,0,0,3,0,1287,15.489376503849872,3.3,LOW
1,0,0,0,1,2,1,1170,18.39858251714752,3.02,LOW
1,0,1,0,0,3,0,994,17.003057801727948,14.71,LOW
1,0,0,0,0,2,2,1168,14.934684183631129,1.77,LOW
1,1,0,0,0,1,1,49,18.239925602486927,23.41,LOW
1,1,0,0,4,2,3,404,15.523857727420056,38.65,MEDIUM
1,0,0,0,0,3,1,364,16.032400904210714,1.41,LOW
1,0,0,0,2,1,1,981,16.98715891442445,9.49,LOW
0,0,0,0,0,3,0,1130,13.833012601712623,30.48,MEDIUM
1,0,1,0,2,1,0,222,15.739271568364934,23.75,LOW
0,0,0,0,1,2,0,289,15.369332763936116,33.09,MEDIUM
1,0,0,0,0,2,0,743,16.225588087498547,0.0,LOW
1,1,0,0,1,1,0,1453,16.407054651591988,27.75,LOW
0,0,1,0,1,0,1,3,15.915014698134414,52.95,MEDIUM
1,0,0,1,0,0,0,1320,15.863987972003113,20.3,LOW
1,0,0,0,0,3,0,290,17.17164450989899,0.0,LOW
1,0,0,0,1,3,1,403,16.33163452336744,11.88,LOW
1,1,0,0,0,3,3,948,16.045567511057136,29.84,LOW
1,0,0,1,1,4,1,1093,16.162657650606153,22.27,LOW
0,1,0,0,0,3,1,1312,18.01947789728324,54.38,MEDIUM
0,0,0,0,0,0,1,8,16.189941374682515,31.14,MEDIUM
1,0,0,0,1,0,0,73,15.434106644537724,0.62,LOW
1,0,0,0,1,0,0,717,13.900101002527835,0.45,LOW
1,0,0,0,2,2,1,838,14.422668888561551,4.08,LOW
1,0,0,0,0,2,0,391,15.486271515412263,0.0,LOW
1,0,0,0,0,3,1,955,15.880785471650437,9.41,LOW
0,0,0,0,1,1,1,398,15.388816394428737,29.05,LOW
0,0,0,0,0,2,0,1399,16.38625837475039,28.67,LOW
1,0,0,0,2,1,1,266,15.37464115104086,11.56,LOW
1,0,0,0,1,3,3,983,14.994061802851027,6.83,LOW
1,0,0,0,1,0,0,796,16.673908218893153,0.0,LOW
1,0,0,0,0,2,1,154,17.506333946565814,0.0,LOW
1,0,0,1,1,1,1,907,14.782115642478797,20.59,LOW
1,0,0,0,0,2,1,220,16.268087450078593,0.0,LOW
1,0,0,0,1,2,2,809,13.9044948760308,12.86,LOW
1,0,0,0,0,4,0,954,14.378008056200125,8.0,LOW
0,0,0,0,1,2,0,108,15.35235758922511,38.51,MEDIUM
1,0,0,0,1,0,0,323,17.248401475614912,0.0,LOW
0,1,0,0,1,4,0,443,15.143423367323978,62.73,HIGH
1,0,0,0,0,2,1,1393,15.102289477757896,11.21,LOW
1,0,0,0,0,1,0,331,16.039696010083894,0.0,LOW
1,0,0,0,0,1,1,1381,16.040791972264834,4.68,LOW
1,0,1,0,1,1,0,801,15.136355379969864,25.32,LOW
1,0,0,0,2,0,1,1423,18.184843723989562,7.84,LOW
1,0,1,0,1,0,1,1247,15.708100289573089,18.92,LOW
0,0,0,0,0,2,3,439,16.124943480659887,24.9,LOW
1,0,0,0,1,2,0,840,15.558042508518513,0.0,LOW
1,0,0,0,2,0,3,1076,16.4839687183663,11.48,LOW
1,0,0,0,0,3,1,117,17.358453315674527,0.02,LOW
1,0,1,0,0,1,2,995,17.83003006665003,12.94,LOW
1,0,0,0,2,1,1,689,15.161507757209732,11.08,LOW
1,1,1,0,1,3,0,53,17.210874693931334,38.77,MEDIUM
0,0,0,0,1,1,0,1301,16.60464890150612,30.48,MEDIUM
1,1,1,0,0,1,2,398,17.071990270406086,46.95,MEDIUM
1,0,1,0,0,0,2,1312,15.898932800037922,15.7,LOW
1,0,0,1,0,1,2,310,15.7942551493896,21.89,LOW
1,0,0,0,0,2,2,813,17.029286110285394,0.0,LOW
0,0,0,0,0,2,1,556,17.050161756661915,29.08,LOW
1,0,0,0,0,1,1,1340,17.722292620248076,3.19,LOW
1,0,1,1,0,1,0,1430,16.21840231099554,35.43,MEDIUM
1,0,0,0,0,3,0,1155,15.882393909601767,4.82,LOW
1,1,0,0,2,1,1,1269,13.294161062006376,31.48,MEDIUM
1,0,0,0,1,3,0,1154,14.227613408205132,0.0,LOW
1,0,0,0,1,2,1,440,15.566323234298267,11.26,LOW
1,0,1,0,0,4,1,1381,14.788835175629163,22.83,LOW
1,0,0,0,3,3,0,795,16.89554362197657,9.45,LOW
0,0,0,0,0,0,3,515,14.55897694226315,28.79,LOW
1,0,1,1,1,1,0,288,15.448565238814684,43.93,MEDIUM
1,0,0,0,2,0,1,1065,15.491770857547662,14.05,LOW
1,0,0,0,0,2,1,416,17.32521739173939,0.04,LOW
0,0,0,0,0,5,1,979,15.330937376078392,19.69,LOW
1,0,0,0,0,5,0,97,16.49765332985279,0.0,LOW
1,0,0,0,2,2,0,952,16.215276740274987,6.53,LOW
1,1,1,1,1,3,1,964,16.993617333992006,73.88,HIGH
1,1,0,1,1,1,1,787,16.93523655732813,46.22,MEDIUM
1,0,1,0,2,1,1,986,15.9632158758435,20.61,LOW
1,0,1,0,1,3,1,1491,14.134076036132102,18.65,LOW
1,0,0,0,0,1,0,1258,15.745085024689807,0.0,LOW
0,0,0,0,3,2,0,659,15.978048791014633,33.65,MEDIUM
1,0,0,0,2,4,0,1308,16.314610156468056,2.99,LOW
1,0,0,0,0,2,1,1432,15.188689340257108,8.59,LOW
1,0,0,1,0,3,2,240,17.254991230249473,22.95,LOW
1,1,0,0,1,5,1,538,16.014981360146493,47.3,MEDIUM
1,0,0,0,0,4,0,1115,14.987452917406662,0.0,LOW
1,0,0,0,0,3,0,772,15.495949377384152,10.47,LOW
0,0,0,0,1,1,0,202,18.121396919363512,33.51,MEDIUM
1,1,0,0,4,2,0,709,16.730815682241147,38.61,MEDIUM
1,0,0,0,1,0,3,560,17.153302211120845,5.73,LOW
1,0,0,0,1,2,1,1108,14.854254333315245,1.52,LOW
0,1,0,0,2,0,0,773,15.24228733859782,50.1,MEDIUM
1,1,0,0,1,1,1,210,15.25043546353063,31.48,MEDIUM
1,0,1,0,0,1,0,74,16.202833111347484,15.66,LOW
0,0,1,0,0,2,2,431,15.808597985805886,33.17,MEDIUM
1,0,0,1,0,1,0,235,15.461556147617276,31.15,MEDIUM
0,0,0,0,2,1,0,1315,15.5995234482462,28.28,LOW
1,0,0,0,2,0,1,406,15.126561294657423,8.49,LOW
1,1,0,0,0,2,0,952,15.802176784408449,24.16,LOW
1,0,0,0,1,0,0,191,17.224537142217123,1.95,LOW
0,0,0,0,1,5,2,663,14.33554671329527,30.37,MEDIUM
1,0,1,0,1,2,1,1402,16.38112737699875,21.1,LOW
1,0,1,0,0,1,1,965,17.518101964367585,16.96,LOW
1,0,1,0,1,0,0,432,15.798494191577877,22.32,LOW
1,0,0,0,0,1,0,1122,15.418236367939514,1.92,LOW
1,0,0,0,1,3,3,752,17.01665463454565,13.65,LOW
1,0,1,0,0,2,0,352,14.917355935444272,16.25,LOW
0,1,0,0,0,1,1,1495,15.975039317067395,51.57,MEDIUM
1,0,0,0,1,2,0,1407,14.8561714895757,3.56,LOW
1,0,0,0,0,2,1,850,13.942888932973291,8.16,LOW
1,0,0,0,0,1,1,49,15.832817308725724,3.9,LOW
1,0,0,0,0,1,0,617,14.610265430406319,0.0,LOW
1,0,0,0,1,2,1,771,15.987162435337915,5.32,LOW
1,0,0,0,0,4,2,1395,17.226532586818777,5.36,LOW
1,0,0,0,1,2,0,1100,18.039680947347584,4.97,LOW
1,0,0,0,0,3,1,333,16.10288221233753,3.41,LOW
1,0,0,0,2,3,1,765,17.12113741517316,7.47,LOW
1,0,0,0,0,0,1,269,16.438858915117297,5.45,LOW
1,0,1,0,0,2,2,711,15.578575024737436,23.55,LOW
1,0,0,1,0,2,0,803,13.882746010676016,29.25,LOW
1,0,0,1,1,1,1,765,17.78914155979033,20.94,LOW
1,0,0,0,2,2,0,641,14.845987591790765,11.6,LOW
0,0,0,0,1,3,1,656,17.521048002559546,19.36,LOW
1,0,1,0,0,1,1,1196,16.590488392188476,21.34,LOW
1,0,0,0,1,0,0,759,14.926385936227906,0.0,LOW
1,0,0,0,1,3,0,63,16.34319819800085,0.45,LOW
1,0,0,0,0,2,2,1111,18.346202167413864,6.17,LOW
1,0,0,0,1,2,1,927,17.68921783895015,3.07,LOW
1,1,1,0,1,1,1,1044,15.436015638252107,42.36,MEDIUM
1,0,0,0,0,2,2,1066,15.21682116599685,1.93,LOW
0,1,1,0,0,0,0,259,16.11022884104768,66.75,HIGH
1,0,1,0,1,0,0,1458,15.81793489813318,13.31,LOW
1,0,0,0,1,1,0,1486,17.319711124207004,3.79,LOW
1,0,0,0,0,0,1,218,16.813548050063986,0.0,LOW
0,0,0,0,0,1,2,328,14.138534238318735,30.18,MEDIUM
1,1,0,1,0,1,0,369,16.504542780966304,49.58,MEDIUM
1,0,0,0,1,3,0,1450,15.802999943045895,0.0,LOW
1,0,0,0,1,2,2,1399,16.04081894963087,13.2,LOW
1,0,0,0,1,2,1,397,16.273837315686723,3.13,LOW
0,0,0,0,2,2,0,946,17.31860190580426,31.6,MEDIUM
1,0,0,0,1,2,2,365,17.075572259900625,2.91,LOW
1,0,0,0,0,0,3,57,15.175282985243975,6.37,LOW
1,0,0,0,1,4,0,345,15.935526835541364,19.53,LOW
1,0,1,0,4,2,0,116,15.506626467857068,30.29,MEDIUM
0,0,0,0,1,3,1,1272,14.149969434202742,26.87,LOW
1,0,0,0,0,2,0,1178,15.8796924416388,0.28,LOW
1,0,0,0,0,2,0,276,18.029229870315007,0.0,LOW
0,0,0,0,0,1,0,851,14.116752266875277,30.48,MEDIUM
0,0,0,0,2,3,1,307,15.973532026973926,34.21,MEDIUM
1,0,0,0,0,1,0,848,15.938248040049357,0.0,LOW
1,0,1,0,1,1,0,1344,16.316509018940753,13.62,LOW
1,0,1,0,2,2,2,1320,14.941002546866676,26.01,LOW
1,0,1,0,0,0,0,1250,14.43237835012005,19.65,LOW
1,0,0,0,0,2,0,361,14.483542577525911,0.0,LOW
1,0,0,1,0,0,1,286,17.464027134164628,25.77,LOW
0,0,0,0,0,0,2,240,14.919045428201958,24.71,LOW
0,0,1,0,0,0,0,190,15.45048158918151,32.21,MEDIUM
0,0,0,0,0,3,0,921,18.315095858474272,22.02,LOW
0,0,0,1,0,0,1,988,15.192318777545898,51.29,MEDIUM
1,0,0,0,0,1,1,1324,16.376639557746017,0.0,LOW
1,1,0,0,1,1,1,135,17.170192844288056,27.69,LOW
1,0,0,0,1,1,0,398,17.117292205677167,9.01,LOW
1,0,0,0,0,1,1,1092,14.535266007251952,3.34,LOW
1,0,0,0,0,1,0,1022,15.215312307528352,0.0,LOW
1,1,0,0,1,2,0,641,16.332600373877185,35.74,MEDIUM
1,0,0,0,1,1,1,228,18.12191920312162,10.8,LOW
1,0,1,0,1,2,3,726,15.162338275494685,25.79,LOW
1,0,0,0,0,1,1,258,15.457025717477816,0.0,LOW
1,0,0,0,1,0,2,803,16.461531863541104,3.92,LOW
1,0,0,0,0,2,0,1353,16.681624050083215,2.96,LOW
1,0,0,0,1,3,2,293,16.74827940473301,1.72,LOW
1,0,0,0,0,3,1,177,15.069008548681719,10.59,LOW
0,0,0,0,0,5,2,1107,15.414747049372155,37.7,MEDIUM
1,0,1,0,0,2,2,36,16.237051319782164,18.04,LOW
1,1,0,1,2,3,0,1476,17.38854244389111,55.18,MEDIUM
1,0,0,0,0,2,0,1163,15.73766750966973,7.63,LOW
1,0,0,0,1,1,0,605,15.975467909907799,14.21,LOW
1,0,0,0,0,2,1,544,14.87147871914665,11.04,LOW
1,0,0,0,2,1,1,580,18.049549515081466,0.0,LOW
1,0,0,0,0,2,2,595,16.16968924185588,2.81,LOW
1,0,0,0,0,2,1,1260,17.185530257512415,5.56,LOW
1,0,0,0,2,1,2,1200,16.032886928874362,7.81,LOW
0,0,0,0,0,0,1,307,16.093793771767753,32.95,MEDIUM
1,1,0,0,1,2,1,270,14.349660220062733,40.67,MEDIUM
1,1,1,0,0,2,1,811,13.634161943338176,39.47,MEDIUM
1,0,0,0,1,2,0,976,17.377095733019555,3.97,LOW
1,0,1,0,0,2,2,1091,16.08586403568866,15.37,LOW
0,0,1,1,0,2,1,470,16.22707093528528,57.51,MEDIUM
0,0,1,0,1,2,1,724,14.626040872579548,42.16,MEDIUM
1,0,0,0,2,2,2,156,15.006629404427015,16.06,LOW
1,0,0,0,1,2,0,684,17.168532201248482,0.21,LOW
1,0,0,0,0,1,1,1031,17.91415814792558,0.0,LOW
1,0,0,0,2,4,0,456,15.316598584850192,1.31,LOW
0,1,0,0,0,1,0,478,16.73863161719936,43.56,MEDIUM
1,0,0,0,0,1,3,693,16.209027425949767,1.79,LOW
1,0,1,0,1,2,0,1300,15.867418165914502,20.6,LOW
1,0,0,0,1,1,0,906,18.03715492219615,0.0,LOW
1,0,0,0,2,0,0,1379,15.501478189374973,0.39,LOW
1,0,0,0,0,2,0,92,17.364783900719235,0.0,LOW
1,1,0,0,1,2,0,1274,16.419565648746254,24.96,LOW
1,0,0,0,0,3,1,65,15.981421745398698,0.83,LOW
1,0,0,0,1,2,0,483,17.509218890336385,1.72,LOW
1,0,1,0,1,0,0,640,16.319147948265332,21.72,LOW
0,0,0,0,0,1,0,355,15.89392971709649,17.83,LOW
0,0,0,0,1,6,0,1484,17.517386390280237,28.15,LOW
1,0,0,1,0,1,0,1340,17.37418847914908,16.43,LOW
1,0,0,0,2,1,0,857,17.322159653269264,11.6,LOW
1,0,0,0,1,0,1,679,12.0,4.01,LOW
0,0,0,1,0,1,2,1143,16.484194288312253,49.89,MEDIUM
1,0,0,0,2,1,2,1062,16.233328912376965,4.4,LOW
1,0,0,0,0,2,0,721,15.961650420505965,1.23,LOW
1,0,0,0,0,1,0,1241,16.670757597369946,0.0,LOW
1,0,0,0,0,0,0,289,16.286612559754982,0.0,LOW
1,0,0,0,2,1,0,416,16.7455881590599,7.06,LOW
1,0,1,0,0,2,1,26,15.705242011469508,34.17,MEDIUM
1,0,0,0,0,2,2,178,17.647998693194143,0.02,LOW
1,0,1,0,0,0,0,298,16.85683861095011,14.15,LOW
1,0,0,0,1,0,0,937,16.596779249566325,0.0,LOW
1,0,0,0,0,1,0,1284,16.54307575707755,0.0,LOW
1,0,0,0,2,2,3,885,17.27300943824292,8.51,LOW
1,0,0,0,0,1,2,668,17.123856565629037,1.37,LOW
1,0,1,0,0,1,0,405,15.875950741099084,13.45,LOW
1,0,0,0,0,2,0,152,17.089341418905626,0.31,LOW
0,0,1,0,1,1,1,877,16.19145746404625,34.05,MEDIUM
1,0,1,0,0,5,1,211,18.10861947065036,16.75,LOW
0,0,0,0,0,5,1,1186,17.20750059215166,30.01,MEDIUM
1,0,0,0,1,0,0,613,15.311829749582138,0.0,LOW
1,0,0,0,1,3,3,525,18.563781758395294,8.16,LOW
1,0,0,1,3,2,3,40,13.687756180411188,35.96,MEDIUM
1,0,0,0,0,2,1,363,16.701090214735945,0.0,LOW
1,0,0,0,0,0,2,20,15.234127937610186,12.14,LOW
1,0,1,1,0,3,1,1088,18.070398323040322,29.15,LOW
1,1,0,0,0,0,0,735,16.278086671824816,30.53,MEDIUM
1,0,0,1,0,4,0,1179,15.126824988404167,23.38,LOW
1,0,0,0,0,1,0,848,15.706855816558459,1.03,LOW
1,0,0,0,0,4,1,1432,15.214675395467848,10.28,LOW
1,0,1,1,0,0,0,1176,15.663645323572913,31.63,MEDIUM
1,1,0,0,0,2,2,221,15.638487622521545,27.17,LOW
1,0,1,0,1,1,0,175,15.17372854442884,26.01,LOW
0,0,0,0,1,2,1,1334,16.297070192740886,38.06,MEDIUM
1,0,1,0,2,3,1,403,16.430346579747404,21.59,LOW
1,0,0,0,1,0,0,1148,14.904062969596437,2.74,LOW
1,0,1,0,1,5,1,943,14.175904360651602,28.75,LOW
1,0,0,0,0,2,1,1053,16.34205209736453,2.56,LOW
1,0,0,0,1,0,0,400,16.585112606231487,6.42,LOW
1,0,0,0,0,3,0,469,16.803238438157358,6.27,LOW
1,0,0,0,0,1,1,832,16.60629181975354,0.0,LOW
1,0,0,0,0,3,0,33,17.72998845331069,4.4,LOW
1,0,0,0,0,2,0,467,17.09677467562439,1.45,LOW
1,0,0,0,1,3,1,761,18.947811016057134,0.73,LOW
1,0,1,0,0,1,2,306,19.410711916516238,13.39,LOW
1,0,0,0,1,2,1,428,14.066087153590814,2.91,LOW
1,0,0,0,0,3,2,1476,13.58314750564057,10.0,LOW
1,0,0,0,2,1,1,435,15.991869572368614,13.87,LOW
1,0,0,0,0,1,1,1354,16.554655672868353,6.11,LOW
1,0,0,1,2,0,1,1391,15.916526490093705,28.95,LOW
1,0,0,1,0,0,2,1011,16.773938490663536,23.62,LOW
1,0,0,0,0,1,1,229,15.702733717061788,3.66,LOW
1,0,1,1,2,1,2,308,15.236654160244465,45.82,MEDIUM
1,0,0,0,0,2,0,1402,15.40282005416385,3.95,LOW
1,1,0,0,2,3,0,2,15.779814794029376,34.94,MEDIUM
0,0,0,0,1,3,0,756,16.927863578466166,23.68,LOW
1,0,0,0,0,0,1,895,15.464585233667586,0.0,LOW
1,0,0,0,1,2,0,1258,15.682134426791624,10.56,LOW
1,0,0,0,2,2,1,1343,16.62723852844879,18.21,LOW
1,0,0,0,0,0,0,425,15.781323962700291,0.0,LOW
0,0,0,0,1,2,2,754,17.228381605709927,38.11,MEDIUM
0,0,0,1,1,1,2,951,14.988543144541433,48.23,MEDIUM
0,0,0,0,0,1,1,1448,14.749999867887965,29.7,LOW
1,1,1,0,1,2,0,835,16.335091937420177,48.18,MEDIUM
1,0,1,0,1,2,2,182,16.444717308491278,30.06,MEDIUM
1,0,1,0,0,2,1,1387,15.048544556508245,18.87,LOW
1,0,1,0,2,0,0,769,17.47795494146017,14.41,LOW
1,0,0,0,0,4,0,269,18.11743049074725,2.42,LOW
